ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L
1560760478,Sojourn (Forgotten Realms Novel: Dark Elf Trilogy),R.A. Salvatore,1991,Wizards of the Coast,http://images.amazon.com/images/P/1560760478.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1560760478.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1560760478.01.LZZZZZZZ.jpg
188886916X,The Artificial Kid (Context (San Francisco).),Bruce Sterling,1997,Hardwired,http://images.amazon.com/images/P/188886916X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/188886916X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/188886916X.01.LZZZZZZZ.jpg
0812504798,The Red Badge of Courage,Stephen Crane,1997,Tor Books,http://images.amazon.com/images/P/0812504798.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812504798.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812504798.01.LZZZZZZZ.jpg
006447240X,Turning Seventeen #4: Show Me Love (Turning Seventeen),Elizabeth Craft,2000,HarperCollins,http://images.amazon.com/images/P/006447240X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/006447240X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/006447240X.01.LZZZZZZZ.jpg
0802135226,The Passion,Jeanette Winterson,1997,Grove Press,http://images.amazon.com/images/P/0802135226.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0802135226.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0802135226.01.LZZZZZZZ.jpg
0440178002,Shogun,JAMES CLAVELL,1986,Dell,http://images.amazon.com/images/P/0440178002.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440178002.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440178002.01.LZZZZZZZ.jpg
3310006883,Beauty Bible. Der groÃ?Â?e Ratgeber fÃ?Â¼r eine perfekte Ausstrahlung.,Sarah Stacey,2000,Midena,http://images.amazon.com/images/P/3310006883.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3310006883.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3310006883.01.LZZZZZZZ.jpg
0878576525,Claw Your Way to the Top: How to Become the Head of a Major Corporation in Roughly a Week,Dave Barry,2000,Rodale Books,http://images.amazon.com/images/P/0878576525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0878576525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0878576525.01.LZZZZZZZ.jpg
0449007014,The April Fools' Day Murder: A Christine Bennett Mystery,Lee Harris,2001,Fawcett Books,http://images.amazon.com/images/P/0449007014.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449007014.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449007014.01.LZZZZZZZ.jpg
1896951007,Fox's Nose,Sally Ireland,1999,Cormorant Books,http://images.amazon.com/images/P/1896951007.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1896951007.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1896951007.01.LZZZZZZZ.jpg
0385057334,"Due to Lack of Interest, Tomorrow Has Been Canceled.",Irene. Kampen,1969,Doubleday,http://images.amazon.com/images/P/0385057334.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385057334.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385057334.01.LZZZZZZZ.jpg
1556522819,Animal Hospital,Stephen Sawicki,1997,Chicago Review Press,http://images.amazon.com/images/P/1556522819.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1556522819.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1556522819.01.LZZZZZZZ.jpg
0812553888,Cheater,Ken Goddard,1997,Tor Books (Mm),http://images.amazon.com/images/P/0812553888.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0812553888.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0812553888.01.LZZZZZZZ.jpg
0373825137,"Deep In The Heart #1 (Crystal Creek, No 1)",Barbara Kaye,1993,Harlequin,http://images.amazon.com/images/P/0373825137.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373825137.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373825137.01.LZZZZZZZ.jpg
0060921994,10 Dumbest Mistakes Smart People Make and How To Avoid Them : Simple and Sure Techniques for Gaining Greater Control of Your Life,Arthur Freeman,1993,Perennial,http://images.amazon.com/images/P/0060921994.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060921994.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060921994.01.LZZZZZZZ.jpg
0373222823,"Dominoes (Harlequin Intrigue, No 22282)",Laura Gordon,1994,Harlequin,http://images.amazon.com/images/P/0373222823.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373222823.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373222823.01.LZZZZZZZ.jpg
0821727591,Passion's Savage Moon,Colleen Faulkner,1989,Kensington Pub Corp (Mm),http://images.amazon.com/images/P/0821727591.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0821727591.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0821727591.01.LZZZZZZZ.jpg
0553487213,"She Loves Me...Not (Sweet Valley Jr. High, 19)",FRANCINE PASCAL,2000,Sweet Valley,http://images.amazon.com/images/P/0553487213.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553487213.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553487213.01.LZZZZZZZ.jpg
0671676245,SILVER LININGS : SILVER LININGS,Jayne Ann Krentz,1991,Pocket,http://images.amazon.com/images/P/0671676245.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671676245.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671676245.01.LZZZZZZZ.jpg
1570426538,Evening News : A Novel,Marly Swick,1999,Time Warner Audio Major,http://images.amazon.com/images/P/1570426538.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1570426538.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1570426538.01.LZZZZZZZ.jpg
039475929x,Babette's Feast &amp; Other Anecdotes of Destiny,Isak Dinesen,1988,Vintage Books USA,http://images.amazon.com/images/P/039475929X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039475929X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039475929X.01.LZZZZZZZ.jpg
0441795781,Tales Vulgar Unicorn,Robert Asprin,1983,Ace Books,http://images.amazon.com/images/P/0441795781.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441795781.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441795781.01.LZZZZZZZ.jpg
0787960136,Designing and Conducting Cost-Effectiveness Analyses in Medicine and Health Care (Jossey-Bass Health Care Series),Peter Muennig,2002,Jossey-Bass,http://images.amazon.com/images/P/0787960136.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0787960136.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0787960136.01.LZZZZZZZ.jpg
0743216261,It's How You Play the Game : A Novel,Jimmy Gleacher,2002,Scribner,http://images.amazon.com/images/P/0743216261.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0743216261.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0743216261.01.LZZZZZZZ.jpg
0451409507,Handbag Horoscope Aquarius: January 21-February 19 (Handbag Horoscopes),Jessica Adams,2000,Onyx Books,http://images.amazon.com/images/P/0451409507.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451409507.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451409507.01.LZZZZZZZ.jpg
014200443X,The Quality of Life Report,Meghan Daum,2004,Penguin Books,http://images.amazon.com/images/P/014200443X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/014200443X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/014200443X.01.LZZZZZZZ.jpg
8432041971,Nueva antologÃ­a del disparate (ColecciÃ³n FÃ¡bula),Luis DÃ­ez JimÃ©nez,1982,Planeta,http://images.amazon.com/images/P/8432041971.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/8432041971.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/8432041971.01.LZZZZZZZ.jpg
0452283280,Sister Noon,Karen Joy Fowler,2002,Plume Books,http://images.amazon.com/images/P/0452283280.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452283280.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452283280.01.LZZZZZZZ.jpg
0521400643,Dante: De vulgari eloquentia (Cambridge Medieval Classics),Dante,1996,Cambridge University Press,http://images.amazon.com/images/P/0521400643.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0521400643.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0521400643.01.LZZZZZZZ.jpg
042505960X,Dog Training My Way,Barbara Woodhouse,1982,Berkley Publishing Group,http://images.amazon.com/images/P/042505960X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/042505960X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/042505960X.01.LZZZZZZZ.jpg
0713644273,"Writers' &amp; Artists' Yearbook 1997: A Diretory for Writers, Artists, Playwrights, Writers for Film, Radio (Writers' and Artists' Yearbook)",Not Applicable (Na ),1997,Motorbooks Intl,http://images.amazon.com/images/P/0713644273.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0713644273.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0713644273.01.LZZZZZZZ.jpg
0807072435,Writing As a Way of Healing: How Telling Our Stories Transforms Our Lives,Louise Desalvo,2000,Beacon Press,http://images.amazon.com/images/P/0807072435.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0807072435.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0807072435.01.LZZZZZZZ.jpg
0595225179,Shattered Deceptions,Autumn McCullah,2002,Writers Club Press,http://images.amazon.com/images/P/0595225179.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0595225179.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0595225179.01.LZZZZZZZ.jpg
0671787381,EASY WAY OUT,Stephen McCauley,1993,Washington Square Press,http://images.amazon.com/images/P/0671787381.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671787381.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671787381.01.LZZZZZZZ.jpg
0070446539,Time for Success,R.Alec Mackenzie,1990,McGraw-Hill Education,http://images.amazon.com/images/P/0070446539.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0070446539.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0070446539.01.LZZZZZZZ.jpg
0449132501,A Tan and Sandy Silence,John D. MacDonald,1990,Fawcett Books,http://images.amazon.com/images/P/0449132501.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449132501.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449132501.01.LZZZZZZZ.jpg
0888622198,The Developers,James Lorimer,1978,Lorimer,http://images.amazon.com/images/P/0888622198.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0888622198.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0888622198.01.LZZZZZZZ.jpg
0671695606,Too Young to Go for Boys,Linda Lewis,1997,Simon &amp; Schuster Merchandise &amp;,http://images.amazon.com/images/P/0671695606.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671695606.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671695606.01.LZZZZZZZ.jpg
0373094574,Beguiling Ways,Trent Lynda,1988,Silhouette,http://images.amazon.com/images/P/0373094574.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373094574.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373094574.01.LZZZZZZZ.jpg
0590649337,Howl-A-Ween,Todd Strasser,1996,Scholastic Paperbacks (Mm),http://images.amazon.com/images/P/0590649337.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0590649337.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0590649337.01.LZZZZZZZ.jpg
0375700374,The Death of the Banker : The Decline and Fall of the Great Financial Dynasties and the Triumph of the Small Investor,RON CHERNOW,1997,Vintage,http://images.amazon.com/images/P/0375700374.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375700374.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375700374.01.LZZZZZZZ.jpg
0140420649,Rimbaud: Collected Poems (Penguin Classics),Arthur Rimbaud,1987,Penguin Books,http://images.amazon.com/images/P/0140420649.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140420649.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140420649.01.LZZZZZZZ.jpg
349912954X,FrÃ?Â¼hling in Paris. Briefe an einen Freund.,Henry Miller,1991,Rowohlt Tb.,http://images.amazon.com/images/P/349912954X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/349912954X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/349912954X.01.LZZZZZZZ.jpg
0632057963,Essential Law for Landowners &amp; Farmers,Angela Sydenham,2002,Iowa State Press,http://images.amazon.com/images/P/0632057963.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0632057963.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0632057963.01.LZZZZZZZ.jpg
0460872877,Moll Flanders (Everyman Paperback Classics),Daniel Defoe,1993,Tuttle Pub,http://images.amazon.com/images/P/0460872877.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0460872877.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0460872877.01.LZZZZZZZ.jpg
0385494785,Into Thin Air : A Personal Account of the Mt. Everest Disaster,JON KRAKAUER,1999,Anchor,http://images.amazon.com/images/P/0385494785.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385494785.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385494785.01.LZZZZZZZ.jpg
1400011647,Fodor's Around Atlanta With Kids: 60 Great Things to Do Together,Mary Jo Dilonardo,2003,Fodor's Travel Publications,http://images.amazon.com/images/P/1400011647.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1400011647.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1400011647.01.LZZZZZZZ.jpg
0060174552,Cutting Loose: Why Women Who End Their Marriages Do So Well,Ashton Applewhite,1997,HarperCollins Publishers,http://images.amazon.com/images/P/0060174552.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060174552.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060174552.01.LZZZZZZZ.jpg
038089596X,Uncollected Stars,Piers Anthony,1986,Avon Books,http://images.amazon.com/images/P/038089596X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038089596X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038089596X.01.LZZZZZZZ.jpg
0395339707,August,Judith Rossner,1983,Houghton Mifflin,http://images.amazon.com/images/P/0395339707.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0395339707.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0395339707.01.LZZZZZZZ.jpg
074724040X,"The Holy Thief (Brother Cadfael, 19)",Ellis Peters,1993,Headline,http://images.amazon.com/images/P/074724040X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/074724040X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/074724040X.01.LZZZZZZZ.jpg
0767917219,The Right Address,CARRIE KARASYOV,2004,Broadway,http://images.amazon.com/images/P/0767917219.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767917219.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767917219.01.LZZZZZZZ.jpg
0843938285,Timbal Gulch Trail,Max Brand,1995,Leisure Books,http://images.amazon.com/images/P/0843938285.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0843938285.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0843938285.01.LZZZZZZZ.jpg
1840461535,Introducing Darwin and Evolution (Introducing),Jonathan Miller,2000,Icon Books,http://images.amazon.com/images/P/1840461535.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1840461535.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1840461535.01.LZZZZZZZ.jpg
0848704975,The Art of Food,Shirley Abbott,1979,Book Sales,http://images.amazon.com/images/P/0848704975.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0848704975.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0848704975.01.LZZZZZZZ.jpg
0451524349,Plays by George Bernard Shaw,George Bernard Shaw,1989,Signet Classics,http://images.amazon.com/images/P/0451524349.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451524349.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451524349.01.LZZZZZZZ.jpg
0375725024,Cakes and Ale (Vintage International),W. Somerset Maugham,2000,Vintage Books USA,http://images.amazon.com/images/P/0375725024.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375725024.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375725024.01.LZZZZZZZ.jpg
0970050283,The Daisy Sutra,Helen Weaver,2000,Buddha Rock Press,http://images.amazon.com/images/P/0970050283.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0970050283.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0970050283.01.LZZZZZZZ.jpg
0877880190,"Angry Parents, Failing Schools: What's Wrong With the Public Schools &amp; What You Can Do About It",Elaine K. McEwan,1998,Shaw Books,http://images.amazon.com/images/P/0877880190.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0877880190.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0877880190.01.LZZZZZZZ.jpg
1555911765,God Is Red: A Native View of Religion (Religion and Spirituality),"Vine, Jr. Deloria",1994,Fulcrum Publishing,http://images.amazon.com/images/P/1555911765.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1555911765.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1555911765.01.LZZZZZZZ.jpg
0684855682,Does America Need a Foreign Policy? : Toward a Diplomacy for the 21st Century,Henry Kissinger,2002,Simon &amp; Schuster,http://images.amazon.com/images/P/0684855682.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684855682.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684855682.01.LZZZZZZZ.jpg
0345288440,Garfield gains weight,Jim Davis,1981,Ballantine Books,http://images.amazon.com/images/P/0345288440.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345288440.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345288440.01.LZZZZZZZ.jpg
0345414071,Nervous Laughter (Thomas Black Mysteries),Earl Emerson,1997,Fawcett Books,http://images.amazon.com/images/P/0345414071.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345414071.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345414071.01.LZZZZZZZ.jpg
3442054664,Ein abgeschlossener Fall. Ein Miss- Silver- Roman.,Patricia Wentworth,2001,Goldmann,http://images.amazon.com/images/P/3442054664.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/3442054664.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/3442054664.01.LZZZZZZZ.jpg
0373243693,"Tycoon'S Instant Daughter (The Stockwells Of Texas) (Silhouette Special Edition, No 1369)",Christine Rimmer,2001,Silhouette,http://images.amazon.com/images/P/0373243693.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373243693.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373243693.01.LZZZZZZZ.jpg
0553212788,The Prince,Niccolo Machiavelli,1984,Bantam,http://images.amazon.com/images/P/0553212788.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553212788.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553212788.01.LZZZZZZZ.jpg
0451625501,Big Mac the Unauthorized Story of Macdonald's,Maxwell Boas,1986,New Amer Library (Mm),http://images.amazon.com/images/P/0451625501.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451625501.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451625501.01.LZZZZZZZ.jpg
067088216X,Home from the Vinyl Cafe: A year of stories,Stuart McLean,1998,Viking,http://images.amazon.com/images/P/067088216X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067088216X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067088216X.01.LZZZZZZZ.jpg
068485466X,The Noonday Demon: An Atlas of Depression,Andrew Solomon,2001,Scribner,http://images.amazon.com/images/P/068485466X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068485466X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068485466X.01.LZZZZZZZ.jpg
0679735879,The Unconsoled,Kazuo Ishiguro,1997,Vintage Books USA,http://images.amazon.com/images/P/0679735879.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679735879.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679735879.01.LZZZZZZZ.jpg
0831754117,Lady and the Tramp,Walt Disney Staff,1987,Penguin USA (J),http://images.amazon.com/images/P/0831754117.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0831754117.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0831754117.01.LZZZZZZZ.jpg
0948524642,Falling for a Dancer,Deirdre Purcell,1993,Roberts Rinehart Publishers,http://images.amazon.com/images/P/0948524642.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0948524642.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0948524642.01.LZZZZZZZ.jpg
0156901773,Three Guineas,Virginia Woolf,1963,Harvest Books,http://images.amazon.com/images/P/0156901773.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156901773.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156901773.01.LZZZZZZZ.jpg
0385420366,Killing the White Man's Indian: Reinventing Native Americans at the End of the Twentieth Century,Fergus M. Bordewich,1997,Anchor,http://images.amazon.com/images/P/0385420366.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385420366.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385420366.01.LZZZZZZZ.jpg
